ID,INSTRUCTION,INPUT,OUTPUT
17333,,"[-5, 9, 10, 0]","[0, 14, 15, 5]"
17334,,"43, -2, 3, 39",18
17335,,,27
17336,,"63, 22","111111, 10110"
17338,,60,"2, 2, 3, 5"
17356,,,"""""""
Create a program that uses the concept of object-oriented programming to create a car object
""""""

class Car:
    def __init__(self, make, model, year):
        self.make = make
        self.model = model
        self.year = year
    
    def get_price(self):
        return self.make + "" "" + self.model + "" "" + str(self.year)


Car1 = Car(""Toyota"", ""Camry"", 2020)

print(Car1.get_price())"
17357,,,"""""""
Create a function to find the distance between two points
""""""

import math 

def distanceBetweenPoints(x1,y1,x2,y2): 
    
    dist = math.sqrt((x2 - x1)**2 + (y2 - y1)**2) 
      
    return dist 
  
# Driver Code 
x1,y1 = (3,2) 
x2,y2 = (8,10) 

print(""Distance between two points:"",distanceBetweenPoints(x1,y1,x2,y2))"
17387,,,"for i in range(10):
    print(i)"
17411,,,"#include <iostream>
using namespace std;

// Function to reverse the elements of an array 
void reverseArray(int arr[], int start, int end) 
{ 
    while (start < end) 
    { 
        int temp = arr[start];  
        arr[start] = arr[end]; 
        arr[end] = temp; 
        start++; 
        end--; 
    }  
} 
  
int main() 
{ 
    int arr[] = {1,2,3,4,5}; 
  
    // reverse the elements 
    reverseArray(arr, 0, 4); 
  
    // print the reversed array 
    for (int i=0; i<5; i++) 
        cout << arr[i] << "" ""; 
  
    return 0; 
}"
17460,,,"#include <iostream>
 
int main()
{
    std::cout << ""Hello, World!"" << std::endl;
    return 0;
}"
17481,,,17
17511,,,"2 x 3 = 6
5 x 4 = 20"
17556,,"[1, 3, 5, 7, 9]",7
17628,,"2, 5, 7, 8",
17677,,"95, 98, 65, 88, 70",
17715,,"[1, 5, 6, 8, -3, -2, 0]","min = -3

// Function to determine the smallest number in an array 
function findMin(arr) { 
    let min = arr[0]; 
    for (let i = 0; i < arr.length; i++) { 
        if (arr[i] < min) 
            min = arr[i]; 
    }
    return min; 
} 
  
// // Sample input array 
let arr = [1, 5, 6, 8, -3, -2, 0]; 

// // Calling findMin function 
console.log(""Minimum element is: "" + findMin(arr));"
17745,,3.116,
17785,,,"#Find maximum in list
list1 = [1, 5, 10, 3, 9]
max_num = 0
for num in list1:
    if num > max_num:
        max_num = num
print('Maximum number in the list is', max_num)"
17788,,,"#Find the divisors of a number

num = 24

divisors = []

for i in range(1, num+1):
    if (num % i == 0):
        divisors.append(i)

print(""The divisors of {} are {}"".format(num, divisors))"
17850,,,"for (int i = 0; i < n; i++)
{
   for (int j = 0; j < i+1; j++)
    {
       cout << ""* "";
    }
    cout << ""\n"";
}"
17858,,,13.83
17874,,37,
17903,,"[2, 4, 6, 8, 10]","""""""
Write a program that finds the largest element in an array
""""""

def largest_element(arr):
    max_element = arr[0]
    
    for element in arr:
        if element > max_element:
            max_element = element
            
    return max_element

if __name__ == '__main__':
    arr = [2,4,6,8,10]
    print('The largest element in the array is ', largest_element(arr))"
17906,,"2, 4, 8, 16","2, 4, 8, 16, 32, 64, 128, 256"
17917,,3 + 5,8
18009,,..-. --- -.-. .... .,
18020,,U.S,
18040,,,"1,2,3,4,7"
18048,,,"import nltk
from nltk import word_tokenize

#Split the text into words
words = word_tokenize(text)

#Initialize the stopwords list
stopwords = nltk.corpus.stopwords.words(""french"")

#Iterate over each word and determine if it is a French word
n_french = 0
for word in words:
    if word.lower() in stopwords:
        n_french += 1

#Calculate the percentage of French words to total words
total = len(words)
french_percentage = n_french/total

#If French vocabulary is greater than 50%, we can predict that the text is French
if french_percentage > 0.5:
    print(""The text is French"")
else:
    print(""The text is not French"")"
18050,,"def function(input):
  if (input == 0):
    return 0
  else:
    for i in range(input):
      return i",
18082,,,"list = [9,7,5,3,1]

# Python program to reverse a list

# input list 
lst = [1,3,5,7,9] 
  
# initializing an empty list to reverse the elements 
reverse_lst = [] 
  
# traversing the list 
for i in range(len(lst)-1,-1,-1): 
    reverse_lst.append(lst[i]) 
  
# printing the reversed list 
print(reverse_lst)"
18101,,,0.95
18107,,,"if inp % 2 == 0:
    print('The number is even')
else:
    print('The number is odd')"
18135,,,18
18167,,,"for i in range(1,101):
    if i % 3 == 0:
        print(i)"
18175,,,-2
18204,,,"def sortAscending(nums): 
    #loop over the given list 
    for i in range(len(nums)): 
        #loop over the list for every item
        for j in range(i+1, len(nums)): 
            #if any item is greater than the item at this index, 
            #swap its positions
            if nums[i] > nums[j] : 
                nums[i], nums[j] = nums[j], nums[i] 
  
    #return the sorted list       
    return nums"
18232,,,"my_dict = {
    1: ""a"",
    2: ""b"",
    3: ""c"",
    4: ""d"",
    5: ""e""
}"
18234,,,"# Taking the user input 
my_list = [""Dog"", ""Cat"", ""Mouse"", ""Horse""]

# Iterating through the list and printing all elements 
for element in my_list:
    print (element)"
18241,,,"func sentimentAnalysis(sentence):
  // Initialize the sentiment score
  sentimentScore = 0

  // Split the sentence into words
  words = sentence.split(' ')

  // Loop through each word
  for word in words
    // Check if word is in sentiment dictionary
    sentimentValue = checkSentimentDictionary(word)

    // Calculate sentiment score
    sentimentScore = sentimentScore + sentimentValue

  // Return the sentiment score
  return sentimentScore"
18290,,"[3, 7, 2, 1, 6]","def sort_ascending(arr): 
    for i in range(len(arr)): 
        for j in range(i+1, len(arr)): 
            if arr[i] > arr[j]: 
                arr[i], arr[j] = arr[j], arr[i] 
    return arr"
18291,,,14
18337,,"[1, 4, 9, 5, 1, 4, 9]","[1, 4, 9, 5]"
18338,,,".button {
    background-color: #00FF00;
    color: #FFFFFF;
    border: none;
    padding: 10px;
    cursor: pointer;
}"
18339,,"(1, 1), (2, 2), (3, 4)",y = 1.5x + 0.5
18350,,"# Complete the following code snippet

def process_data(data):
    for x in data:
        _______________
        _______________
        _______________","# Complete the following code snippet

def process_data(data):
    for x in data:
        output = process(x)
        store(output)
        print(output)"
18378,,"2, 5, 10, 17",
18391,,,X = 4
18392,,,14
18454,,,50
18507,,100,
18514,,,136
18545,,+,
18577,,,"public class HappyBirthday {

    public static void main(String[] args) {
        System.out.println(""Happy birthday to you,"");
        System.out.println(""Happy birthday to you,"");
        System.out.println(""Happy birthday, dear <name>,"");
        System.out.println(""Happy birthday to you!"");
    }
}"
18588,,,"<div class=""container"">
  <header>
    Header Content
  </header>
  <div class=""main-content"">
    Main Content
  </div>
  <aside>
    Aside Content
  </aside>
  <footer>
    Footer Content
  </footer>
</div>"
18643,,"int mystery_function(int x, int y)
{
  if (x == 0 && y == 0)
    return 0;
  else if (x == 0 || y == 0)
    return 1;
  else 
    return x + y;
}",
18646,,4x + 8y = 16,4x + 8y - 16 = 0
18656,,,"def find_largest_and_smallest_numbers(numbers):
    largest_number = 0
    smallest_number = numbers[0]
    for number in numbers:
        if number > largest_number:
            largest_number = number
        elif number < smallest_number:
            smallest_number = number
    return largest_number, smallest_number"
18695,,,D
18697,,,C
18701,,,"def calculate_total(basket):
    total = 0
    # Iterate over the items and add their cost to the total 
    for item in basket:
        total += item[1]
    return total"
18702,,,64
18705,,,"// Code implementing a linked list
 
class Node {
  constructor(value, next = null) {
    this.value = value;
    this.next = next;
  }
}
 
class LinkedList {
  constructor() {
    this.head = null;
  }
 
  insert(value) {
    //Insert Code Here
  }
 
  includes(value) {
    //Search Code Here
  }
 
  //Additional methods(append, insertBefore, insertAfter, kthFromEnd)
}"
18706,,,4
18729,,,1
18884,,"Code 1:
int count = 0;

for (int i = 0; i < array.length; i++) {
   if (array[i].equals(""x"")) {
      count++;
   }
}
Code 2:
int count = 0;

foreach (String item in array) {
  if (item == ""x"") {
    count++;
  }
}",
18920,,2x + 5 = 11,
18987,,,175
18994,,,"Animals:
  - Mammal:
    - Dog
    - Cat
  - Bird:
    - Hawk
    - Starling"
18995,,,f(x) = (4x + 1)(x + 1)
19020,,"6, 3, 9, 5","3, 5, 6, 9"
19036,,"3, 7, 2, 8, 9, 1",4
19069,,3,0
19079,,"[1,2,3,3,3,3,4,5]","def unique_list(list1): 
    unique_list = [] 
  
    for x in list1: 
        if x not in unique_list: 
            unique_list.append(x) 
    return unique_list
  
list1 = [1,2,3,3,3,3,4,5] 
print(unique_list(list1))"
19111,,,19.25
19148,,"*
**
***
****","for i in range(1,5):
    print('*' * i)"
19152,,,"def generate_ndarray(n):
    '''
    Generates a n-dimensional array of zeros
    '''
    ret = []
    for i in range(n):
        ret.append([0]*(2**i))
    return ret"
19153,,,"def next_prime(n):
    '''
    Returns the next prime number after the number n
    Inputs:
        n (int): The number that the API should start from
    Outputs:
        The next prime number
    '''
    num = n + 1
    while True:
        for i in range(2, num):
            if num % i == 0:
                num += 1
                break
        else:
            return num"
19156,,,"A simple algorithm for calculating the maximum value of a given array is to initialize a maximum variable with the first element of array, then iterate through the array elements while replacing the maximum value with the larger number whenever found. After the loop is finished, the maximum value is the maximum number of the array.

def find_maximum(arr):
    max_val = arr[0]
    for elem in arr:
        if elem > max_val:
            max_val = elem
    return max_val"
19175,,24,
19180,,1-10,
19187,,,"def is_palindrome(string):
    # remove punctuation and whitespace
    cleaned_string = """".join(filter(str.isalnum, string)).lower() 
    # check if the string is the same in reverse
    return cleaned_string == cleaned_string[::-1]"
19188,,"[1, 2, 3, 4, 5]","[1, 2, 4, 5]"
19238,,,"def Fibonacci(n): 
    if n<0: 
        print(""Incorrect input"") 
    # First Fibonacci number is 0 
    elif n==1: 
        return 0
    # Second Fibonacci number is 1 
    elif n==2: 
        return 1
    else: 
        return Fibonacci(n-1)+Fibonacci(n-2)"
19242,,,"def check_string_length(s):
    if len(s) > 20:
        return True
    else:
        return False`"
19335,,,"def factorial(n): 
    if n == 0: 
        return 1
    else: 
        return n * factorial(n-1)"
19381,,,"2, 4, 5, 9"
19412,,,2
19424,,,"def scramble(word):
  output = """"
  while len(word) > 0:
    index = random.randint(0,len(word)-1)
    output += word[index]
    word = word[:index] + word[index+1:] 
  return output

scramble(""Hello"")  # Output: lleHo (or some other random rearrangement)"
19450,,y=3x+2,
19461,,,"def printFibonacci(n): 
    a = 0
    b = 1
    if n < 0: 
        print(""Incorrect input"") 
    elif n == 0: 
        return a 
    elif n == 1: 
        return b 
    else: 
        for i in range(2,n):  
            c = a + b 
            a = b 
            b = c 
        return b

printFibonacci(n)"
19465,,,"def removeDuplicates(strings): 
    uniqueStrings = [] 
    for str in strings: 
        if str not in uniqueStrings: 
            uniqueStrings.append(str) 
    return uniqueStrings"
19508,,"[1, 6, 5, 9, 8]","""""""
Given an array of integers, this function will find the largest number:
""""""

def largest(arr):
    largest_num = arr[0]
    for i in range(1, len(arr)):
        if arr[i] > largest_num:
            largest_num = arr[i]
    return largest_num

if __name__ == '__main__':
    arr = [1, 6, 5, 9, 8] 
    print(largest(arr)) #Output: 9"
19509,,"[2, 3, 4]","""""""
Given an array of numbers, this function will return an array containing the square of each number:
""""""

def square_array(arr):
    sq_arr = [] 
    for num in arr:
        sq_arr.append(num * num) 
    return sq_arr

if __name__ == '__main__':
    arr = [2, 3, 4]
    print(square_array(arr)) # Output: [4, 9, 16]"
19536,,,"3, 5, 7, 9, 11, 13, 15, 17, 19, 21"
19603,,,"<!DOCTYPE html>
<html>
<head>
	<title>Pet Store</title>
	<style>
      body {
        font-family: 'Roboto', sans-serif;
        background-color: #E5E5EA;
      }
  </style>
</head>
<body>
  <div>
    <h1>Welcome to Our Pet Store</h1>
    <h2>We are the one-stop shop for all of your pet needs!</h2>
    <p>Whether you're interested in buying a pet for the first time, 
    looking for pet supplies, veterinarian services, or want to make sure 
    your pet feels loved with some treats, we've got you covered.</p>
    <p>Come visit us today to get all of your pet supplies, including 
    food, treats, toys, accessories, and more!</p>
  </div>
</body>
</html>"
19614,,"2, 7, 11, 14",
19626,,,"//Pseudocode
list = []

while True:
  input = get_input_from_user()
  list.append(input)
  response = ask_user_if_they_want_to_continue()
  if response == 'no':
    break"
19629,,"[5, 4, 10, 3, 6]",6
19639,,,"const reverseString = str =>
  str
    .split("" "")
    .reverse()
    .join("" "");
    
reverseString(""Hello World""); // Output: ""World Hello"""
19647,,2x + 3y = 4z,
19658,,,900
19662,,"G, B, E","E, G, B"
19665,,,"def is_odd_sized(arr):
    # check for valid input
    assert isinstance(arr, list), 'Array is not valid; must be a list.'
    # get the size of the array
    size = len(arr)
    # if the size is even, return False
    if size % 2 == 0:
        return False
    # if the size is odd, return True
    else:
        return True;"
19669,,,"def remove_whitespace(s):
    # check for valid input
    assert isinstance(s, str), 'Input must be a string.'
    # remove whitespace characters
    s = s.replace("" "", """") 
    return s"
19670,,,"def find_most_frequent(s):
    # check for valid input
    assert isinstance(s, str), 'Input must be a string.'
    # create a dictionary for character counts
    count_dict = {} 

    # find all characters
    for i in range(len(s)): 
        if s[i] in count_dict: 
            count_dict[s[i]] += 1
        else: 
            count_dict[s[i]] = 1

    # find most frequent character
    max_count = 0
    frequent_char = ''
    for char in count_dict:
        if count_dict[char] > max_count:
            max_count = count_dict[char]
            frequent_char = char

    # return most frequent character
    return frequent_char"
19681,,,"def is_prime(n):
    if n <= 1: 
        return False
    for i in range(2, n):
        if n % i == 0:
            return False
    return True"
19712,,"7, 4, 11",
19735,,,".italic {
    font-style: italic;
}"
19736,,,"def textToInt(text):
    int_val = 0
    for char in text:
        int_val += ord(char)
    return int_val"
19737,,"def product():
    # add your code here","def product():
    print(3 * 4)"
19749,,"x + 2y = 6
3x - 4y = 4",
19763,,,"<!DOCTYPE html>
<html>
<head>
    <title>Dark Theme Page</title>
    <style>
        body {
            background-color: #333333;
            color: #FFFFFF;
            font-size: 16px;
        }
        h1 {
            color: #FFFFFF;
            font-weight: bold;
        }
    </style>
</head>
<body>
    <h1>Dark Theme Page</h1>
</body>
</html>"
