ID,PT,tokens_est_instance,tokens_est_id
27703ins,"Classifique a frase a seguir em uma das categorias: descritiva, narrativa, expositiva, persuasiva ou geral.",38,3
27704ins,Reorganize as seguintes palavras para formar uma frase gramaticalmente correta: quase/árvores/não/queda/folhas,42,3
27705ins,"Edite a frase a seguir para torná-la mais curta e direta: \""Não é necessário ter cuidado extra nesta situação.\""",42,3
27706ins,Cite pelo menos três dos cinco principais giros oceânicos.,24,3
27707ins,"Edite a frase a seguir para torná-la mais informativa: \""A mudança climática global é um problema\"".",36,3
27708ins,Produza um exemplo de uma cultura que usa um sistema de escrita abugida.,25,3
27709ins,Crie uma lista de benefícios para a saúde associados ao consumo de chá verde.,28,3
27710ins,"Dada uma lista de números, classifique-os em ordem crescente.",24,3
27711ins,Crie uma estratégia que ajude a se comunicar efetivamente com pessoas de diferentes origens culturais.,39,3
27712ins,Descreva o processo de compra de um carro começando pela pesquisa:,22,3
27713ins,Componha a frase de abertura de uma história que se passa em uma floresta escura e que causa medo:,35,3
27714ins,Compare os dois métodos de envio abaixo e indique qual deles deve ser usado em um caso específico:,36,3
27715ins,Documente a causa e o efeito da privação do sono.,19,3
27716ins,Identifique a linguagem de programação mais popular entre profissionais de tecnologia.,26,3
27717ins,Resuma os benefícios de usar um computador para uso pessoal.,21,3
27718ins,Crie um procedimento para realizar a seguinte tarefa.,19,3
27719ins,Cite cinco personalidades relacionadas à ciência da computação.,23,3
27720ins,"Dados os símbolos na equação, identifique o tipo de equação.",25,3
27721ins,Compare e contraste as duas cidades fornecidas em relação à arquitetura.,24,3
27722ins,Insira palavras compostas apropriadas no texto.,15,3
27745ins,Descreva os processos para fazer um smoothie à base de iogurte.,20,3
28346ins,Cite três características do HTML 5.,14,3
28585ins,Explique o argumento principal de um determinado livro,12,3
28798ins,Recomendar uma carreira adequada para alguém com formação em contabilidade e finanças.,30,3
28799ins,Que tipo de modelo de classificação seria adequado para a seguinte tarefa?,26,3
28800ins,Determine o número de erros no código a seguir.,21,3
28801ins,Descreva o sistema político na Índia.,17,3
28802ins,Crie um logotipo que represente criatividade.,16,3
28803ins,Crie um plano para reduzir o estresse em sua vida.,19,3
28804ins,Encontre uma frase memorável e persuasiva para uma organização de caridade que fornece assistência médica aos necessitados,42,3
28805ins,Explique algumas das principais características de um bom líder,21,3
28806ins,Resuma suas descobertas após pesquisar sobre IA.,19,3
28807ins,Conte-me sobre um erro que você cometeu no passado e como você o superou.,26,3
28808ins,Temos 8 maçãs e 4 laranjas. Quantas frutas temos no total?,23,3
28809ins,Elabore um e-mail informando sua equipe sobre o próximo retiro da empresa.,27,3
28810ins,Crie um logotipo exclusivo para uma empresa de software de computador.,21,3
28811ins,Compare o significado cultural de duas cerimônias religiosas.,17,3
28812ins,Identifique qual oceano tem o segundo maior litoral,17,3
28813ins,Encontre 5 palavras que descrevam as emoções de uma pessoa quando ela é reprovada em um teste.,37,3
28814ins,Descreva os eventos na ordem em que ocorrem.,15,3
28815ins,Resuma as vantagens e desvantagens do desemprego de longa duração.,25,3
28816ins,"Classifique as três emoções a seguir: felicidade, culpa e tristeza",29,3
28817ins,Cite três benefícios de fazer uma pausa no trabalho,21,3
28818ins,Dê um exemplo de um trabalho em que você precisaria ter excelentes habilidades de resolução de problemas,34,3
28819ins,O que um cliente deve fazer se quiser devolver um produto,17,3
28820ins,Responda a uma pergunta de conhecimentos gerais.,18,3
28821ins,Calcule 7 vezes 5.,7,3
28822ins,Identifique o termo estatístico para a seguinte definição:\nUma medida do grau de variabilidade de um conjunto de valores.,44,3
28823ins,Descreva seu programa de televisão favorito em 5 palavras.,19,3
28824ins,Quais instrumentos musicais são normalmente descritos como tendo um som metálico?,25,3
28825ins,Use as informações fornecidas para criar um resumo.,19,3
28826ins,Cite um tipo de relatório que as organizações empresariais devem produzir.,28,3
28827ins,Como posso preparar minha casa para uma queda de energia?,19,3
28828ins,Explique por que a teoria da relatividade de Einstein é importante na física moderna.,23,3
28829ins,Determine o número mínimo e máximo de elétrons em um átomo de carbono.,31,3
28830ins,Explique por que os sindicatos se tornaram menos populares nas últimas décadas.,26,3
28831ins,Explique como um campo elétrico é produzido.,16,3
28832ins,Qual é a maneira mais eficiente de implementar uma matriz esparsa em Python?,25,3
28833ins,Reescreva a frase usando antônimos para dois dos adjetivos.,23,3
28834ins,"Dada a descrição de alguns dados, classifique-os como qualitativos ou quantitativos.",33,3
28835ins,Transforme o texto fornecido em terceira pessoa.,16,3
28836ins,Descreva a diferença entre um sistema de justiça criminal e um sistema de justiça civil.,30,3
28837ins,Suponha que você precise escrever um programa que classifique números em ordem crescente. Escreva o pseudocódigo para o programa.,42,3
28838ins,Como alguém pode se tornar um empreendedor de sucesso?,21,3
29281ins,Descreva um exemplo de como as tecnologias digitais podem ser usadas para melhorar o sistema de saúde.,35,3
29592ins,Explique o conflito entre dois personagens na história a seguir.,22,3
29630ins,"Edite esta frase para maior clareza: \""Eles estão entusiasmados para fazer o projeto\""",31,3
29631ins,Analise este e-mail e gere um tópico apropriado e uma pontuação de sentimento.,30,3
29632ins,Crie uma saudação para um cliente que acabou de fazer uma compra.,24,3
29633ins,Crie uma frase para promover este novo produto.,15,3
29634ins,Crie uma história brega e sem graça.,14,3
29635ins,Gere um script de chatbot de IA para um cenário de atendimento ao cliente,24,3
29636ins,Gere um exemplo de um caso de uso de inteligência artificial,19,3
29637ins,Descreva uma das viagens mais interessantes que você fez,21,3
29638ins,"Crie uma história criativa com base nestas palavras: lua, astronauta, telescópio",29,3
29639ins,Crie um slogan de 3 palavras para uma produtora de filmes.,19,3
29640ins,Crie um título para um artigo sobre a cafeteria mais popular do mundo.,22,3
29641ins,Crie uma metáfora que possa descrever a internet.,17,3
29642ins,Dê um exemplo de uma situação em que o perdão é justificado.,23,3
29643ins,Crie uma comparação para descrever algo devastador.,17,3
29644ins,Crie um título para um artigo sobre as últimas tendências tecnológicas.,31,3
29645ins,Crie um nome de usuário online que transmita uma sensação de poder e elegância.,29,3
29646ins,Descreva o maior desafio enfrentado pelos cuidados de saúde nos Estados Unidos hoje.,31,3
29647ins,Identifique a localização geográfica da seguinte árvore.,25,3
29648ins,Crie um slogan para um novo lanche.,11,3
29649ins,Crie um poema sobre uma experiência emocional.,18,3
29650ins,"Dada uma função, escreva seu equivalente em forma recursiva.",22,3
29651ins,Liste 5 números primos entre 30 e 40.,15,3
29652ins,Continue a piada.,5,3
29653ins,Descreva as etapas para criar uma nova programação para funcionários.,26,3
29654ins,Resuma o propósito de um assistente virtual.,13,3
29655ins,Dê-me um fato sobre a Austrália,14,3
29656ins,Imagine que você está preso em uma ilha deserta. Quais são os 5 itens que você levaria?,31,3
29657ins,Gere uma nova metáfora baseada nas palavras máquina e beleza,24,3
29658ins,Construir uma rede semântica,10,3
29659ins,Explique a diferença entre gerenciamento de produtos e gerenciamento de projetos,28,3
29660ins,Produza um provérbio que capture a essência da frase.,18,3
29661ins,Componha um poema que rime,9,3
29662ins,Escreva um diálogo entre duas pessoas discutindo como fazer uma pausa na tecnologia,34,3
29663ins,Descubra qual animal tem os maiores olhos do mundo.,17,3
29664ins,Determine o resultado da subtração de 6 de 9,15,3
29665ins,Crie um cartão de felicitações para o aniversário de um amigo,23,3
29666ins,"Descreva o tema da peça de William Shakespeare, \""Romeu e Julieta\""",21,3
29667ins,"Ordene os seguintes itens da maior para a menor prioridade: lavar louça, lavar roupa, passar aspirador",34,3
29668ins,Liste três qualidades dos gatos,11,3
29669ins,Liste três métodos diferentes de comunicação,19,3
29670ins,Escreva uma lista de instruções para preparar café,18,3
29671ins,Qual o papel do oceano no ciclo da água?,18,3
29672ins,Corte o texto a seguir em três partes iguais,19,3
29673ins,Forneça exemplos de três tipos comuns de layout em sites.,18,3
29674ins,Quais foram os principais elementos da Reforma dos Cem Dias de 1898?,20,3
29675ins,Crie um storyboard descrevendo a seguinte sequência de eventos.,21,3
29676ins,"Crie uma redação de três parágrafos sobre o tema \""Os benefícios de acordar cedo\"".",36,3
29934ins,Explique as diferenças entre uma pergunta aberta e uma pergunta fechada.,28,3
30176ins,Crie uma descrição de uma frase para o seguinte evento histórico.,26,3
31011ins,Crie uma página da web que exiba um formulário de contato.,22,3
31012ins,Monte o monitor do computador.,8,3
31013ins,Identifique uma pessoa conhecida que alcançou sucesso na área de engenharia.,30,3
31014ins,Gere um evento histórico que aconteceu no século XVIII.,22,3
31015ins,Crie uma história curta com uma personagem chamada Alice em um mundo de fantasia.,27,3
31016ins,Compare os dois itens a seguir: um carro e um barco.,19,3
31017ins,Gere uma hipótese sobre o motivo de haver uma maior diversidade de espécies perto do equador.,33,3
31018ins,Como a floresta amazônica beneficia o planeta?,16,3
31019ins,Gere uma resposta sarcástica para a seguinte afirmação:  'Realmente? E o que você fez para provar isso?',41,3
31020ins,Categorize a seguinte mistura de suco como “frutada” ou “vegetal”.,32,3
31021ins,Gere uma estatística que compare o tempo médio de compra online com o da loja física.,30,3
31022ins,Cite duas ferramentas usadas na marcenaria e sua finalidade.,21,3
31023ins,"Escreva um programa de computador para calcular a soma dos números naturais até o número dado, n.",35,3
31024ins,Crie um programa de computador para gerar uma tabuada de multiplicação do número fornecido.,30,3
31025ins,Crie uma função que receba uma sequência de parênteses e determine sua validade,28,3
31026ins,Crie um programa de computador para listar os dez primeiros números primos.,24,3
31517ins,Descreva um líder que podemos admirar.,15,3
32283ins,Escreva um algoritmo para classificar os números em uma matriz do maior para o menor.,30,3
32346ins,Reescreva a frase a seguir para destacar a emoção implícita que ela transmite.,30,3
32661ins,Descreva três características de um poema haicai.,19,3
32662ins,Identifique o tempo verbal na seguinte frase: Ela plantou uma roseira na primavera.,27,3
32663ins,Calcule o complemento de dez de 156.,11,3
32664ins,Categorize as tecnologias de IA mencionadas abaixo.,19,3
32665ins,Analise o texto fornecido quanto ao propósito do autor.,21,3
32666ins,Descreva os principais componentes de um computador usando 4 adjetivos descritivos.,24,3
32667ins,Descubra o salário médio de um engenheiro de software em São Francisco.,24,3
32668ins,Explique cinco aplicações comuns do Deep Learning.,18,3
32669ins,"Edite a frase de modo que ela transmita o mesmo significado, mas usando uma gramática melhor.",31,3
32670ins,Resuma o conteúdo do documento em termos específicos.,20,3
32671ins,Encontre a solução mais eficaz para a situação dada.,23,3
32672ins,Determine se o relatório apoia as descobertas ou não.,21,3
32673ins,Cite um tópico relacionado do documento.,14,3
32674ins,Cite um exemplo específico do conceito mencionado no documento.,21,3
32675ins,Escolha o melhor título para o documento fornecido.,18,3
32676ins,Escolha a melhor resposta da lista de opções fornecida.,21,3
32677ins,Dê-me uma lista de pessoas que ganharam o Prêmio Nobel de Física,28,3
32689ins,Crie um tutorial passo a passo sobre como configurar um ambiente de desenvolvimento baseado em nuvem.,33,3
32690ins,Explique por que é importante que uma pessoa tenha bom controle motor e coordenação.,25,3
32691ins,Liste 4 vantagens dos sistemas distribuídos.,18,3
32692ins,Atualize o endereço para o novo endereço fornecido.,20,3
32693ins,"Produza um trocadilho com as palavras \""clam\"" e \""ham\"".",22,3
32694ins,Calcule o resultado da multiplicação de 4 e 6.,15,3
32695ins,Imagine que você está fazendo uma apresentação para um grande grupo de pessoas. Crie uma introdução que chame a atenção do público para sua apresentação.,58,3
32696ins,"Construa uma frase usando as palavras \""espinha dorsal\"", \""pilar\"" e \""fundação\"".",31,3
32697ins,Crie um encerramento que seja apropriado para uma carta formal.,21,3
32698ins,Diga o nome das criaturas que aparecem na série Harry Potter.,23,3
