ID,PT
39223ins,"Classifique esta frase como \""pergunta\"", \""declaração\"" ou \""comando\"".\n\nQual é a capital da França?"
39343ins,"Forneça uma explicação de uma frase sobre o termo \""neutralidade da rede\""."
39348ins,"Gere uma lista dos personagens principais do romance \""O Apanhador no Campo de Centeio\""."
39387ins,"Escreva uma crítica de duas frases sobre o filme \""Star Wars: Os Últimos Jedi\""."
39398ins,"Resuma o artigo: \""Uma pesquisa de métodos de aprendizado de máquina para identificação de perguntas retóricas\"""
39399ins,"Categorize esta frase: \""Gostei do desenho fofo\""."
39400ins,"Reescreva esta frase para torná-la mais formal: \""Eu me diverti muito na festa\""."
39401ins,"Selecione a opção mais adequada para esta frase: \""O bolo _____ delicioso\""."
39403ins,"Identifique as classes gramaticais nesta frase: \""O cachorro latiu para o carteiro\""."
39928ins,"Traduza esta frase para o inglês: \""La vida es corta.\"""
40248ins,Traduza a frase a seguir para outro idioma de sua escolha.
40259ins,Identifique o tipo de frase: Meu computador é antigo.
40263ins,Classifique a frase: Posso ouvir passos lá fora.
40359ins,"Transforme a seguinte frase em uma pergunta: \""Eu sempre carrego meu telefone.\"""
40378ins,Reescreva esta frase usando um verbo diferente:\n\nJohn escreveu um livro.
40686ins,"Edite a seguinte frase: \""Estas maçãs são deliciosas\"""
40693ins,"Gere três adjetivos descritivos que significam \""honesto\""."
40723ins,"Escreva uma frase incluindo a palavra \""enigmático\""."
40725ins,"Dada a frase de entrada: \""Estou me sentindo muito ansioso\"", escreva uma resposta de apoio."
40728ins,"Identifique o tempo verbal da frase: \""Ele quebrou a janela\""."
40730ins,"Reescreva a frase: \""Estou muito feliz de sair de férias\"""
40731ins,"Analise a sintaxe da frase e identifique o tipo de cláusula: \""Ela sempre sonhou em viajar para o Japão\""."
40734ins,"Edite a frase para torná-la mais concisa: \""A galeria era incrivelmente linda e tinha obras de arte do mundo todo\"""
40735ins,"Dada a frase de entrada: \""Você poderia fornecer alguns exemplos de usos de IA?\"", escreva um resumo abrangente."
40750ins,"Parafraseie esta frase: \""Elétrons orbitam o núcleo de um átomo.\"""
40766ins,"Reescreva esta frase de forma mais concisa: \n\""Estou me sentindo meio cansado depois de ter trabalhado o dia todo.\"""
40767ins,"Categorize esta frase de acordo com suas partes do discurso:\n\""A maçã está azeda.\"""
40768ins,"Edite esta frase para torná-la mais direta:\n\""Eu queria saber se você poderia me ajudar com uma coisa.\"""
40769ins,Explique o termo “polarização” conforme se aplica à política.
40770ins,"Crie uma linha do tempo dos principais eventos do romance \""O Grande Gatsby\""."
40771ins,"Descreva o cenário do romance \""Orgulho e Preconceito\""."
40899ins,"O que significa a expressão \""peixes menores para fritar\""?"
40915ins,"Identifique o tipo da seguinte frase: \""O gato saiu correndo pela porta\""."
40918ins,"Reescreva a frase \""Sim, eu gosto\"" de uma forma mais formal."
40943ins,"Edite esta frase para torná-la mais concisa: \""Essa é a coisa mais bizarra que já vi\""."
40953ins,"Inverta a seguinte frase: \""Como vai você?\"""
40954ins,"Edite este texto para torná-lo mais descritivo: \""Ele gosta de jogar basquete\""."
40967ins,"Parafraseie a seguinte frase: \""As evidências apontam para o fato de que a mudança climática está acontecendo rapidamente.\"""
40968ins,"Por favor, classifique a seguinte frase: \n\""O casal feliz foi embora em seu carro novo.\"""
40975ins,"Reorganize as seguintes palavras para formar uma frase: \""a bebida apreciar desfrutar eu\""."
41003ins,"Explique o que é uma \""experiência de pagamento sem atrito\""."
41007ins,"Explique o significado da seguinte expressão idiomática: \""See eye to eye\""."
41008ins,"Reescreva a seguinte frase para incluir uma vírgula:\n\""O professor escreveu uma redação sobre o cachorro"
41121ins,"Crie um parágrafo explicando o significado de \""aprendizado de máquina\""."
41122ins,"Pesquise as origens históricas do termo \""algoritmo\""."
41134ins,Pense em duas maneiras criativas de usar a frase “o gato saiu da bolsa”.
41196ins,erro
41330ins,"Quem é o antagonista no filme \""O Poderoso Chefão\""?"
41350ins,erro
41408ins,"Complete esta frase: \""No céu escuro, as estrelas estão .................\"""
41426ins,"Escreva uma visão geral do filme \""Coringa\""."
41461ins,"Que tipo de nuvem é uma nuvem \""cumulonimbus\""?"
41753ins,Pense em 3 sinônimos alternativos para a palavra “adepto”.
41767ins,"Resuma a definição de \""justiça criminal\""."
41769ins,"Descreva o fenômeno da \""miragem\""."
41908ins,Categorize a seguinte frase: “O Apple Watch agora pode medir seu nível de oxigênio no sangue”.
42004ins,Reescreva a seguinte frase para que soe mais profissional: “Fui solicitado a fazer o trabalho.”
42041ins,"Qual é o significado da frase \""A vida é o que você faz dela\""?"
42046ins,"Edite a seguinte frase: \""Eu definitivamente não quero ir à festa amanhã.\"""
42063ins,"Modifique a frase para incluir a expressão \""além disso\""."
42075ins,"Classifique o texto a seguir como positivo ou negativo: \""Estou me sentindo muito deprimido hoje.\"""
42076ins,"Edite o texto a seguir para corrigir a gramática: \""ela dirige para o trabalho\""."
42091ins,"Escreva uma frase usando a forma de \""cláusula relativa definidora\"""
42115ins,"Crie uma piada cuja piada envolva a frase \""barra de sabão\""."
42180ins,"Categorize as palavras \""cachorro\"", \""gato\"" e \""computador\"""
42181ins,"Edite o texto \""O pescoço da girafa tem sete pés de comprimento\"""
42182ins,"Reescreva a frase \""Eu corro todos os dias\"" no passado"
42184ins,"Crie uma história baseada no tópico \""um dia na praia\""."
42193ins,"Crie uma história criativa baseada no tópico \""uma aventura em uma cidade litorânea\""."
42208ins,"Descreva o simbolismo na pintura \""A Persistência da Memória\"" de Salvador Dalí"
42377ins,"Reformule esta frase: \""Meus filmes favoritos são a trilogia O Senhor dos Anéis\"""
42408ins,"Selecione a palavra que melhor descreve a frase \""não é o mesmo\"""
42521ins,"Corrigir esta frase \""O gato anda na rua\""?"
42905ins,"Encontrou uma frase comum para \""Não entendo?\"""
43063ins,Reescreva esta frase para refletir um tom mais formal: “Ela é muito legal”
43170ins,"Edite esta frase para torná-la melhor: \""Estou jantando\"""
43189ins,"Reescreva esta frase em um formato diferente: \n\""A grande maioria dos adultos acredita que a mudança climática é um problema sério.\"""
43191ins,"Transforme esta frase em uma declaração:\n\""Você gosta de gatos?\"""
43243ins,"Responda à seguinte afirmação: \""A mudança climática não é um problema urgente\""."
43252ins,"Crie um índice para o artigo intitulado \""Aplicações de ML em robótica\""."
43290ins,"Faça um jogo de palavras com a palavra \""unir\"""
43291ins,"Escreva 2 sinônimos para a palavra \""resiliência\"""
43359ins,"Crie uma gíria para a frase \""trabalhar duro\""."
43375ins,"Identifique o tipo desta frase: \""Eu tomei café da manhã\""."
44112ins,"Defina o termo \""compensação de recall de precisão\""."
44123ins,"Descreva o filme \""Piratas do Caribe: A Maldição do Pérola Negra\""."
44156ins,Qual é a origem desta frase: “nascer em berço de ouro”
44185ins,"Comente a seguinte afirmação: \""Os professores devem ser rigorosos com seus alunos\""."
44186ins,"Edite a seguinte frase: \""Hoje estou feliz\""."
44230ins,"Crie um comando Localizar/Substituir para a frase \""O gato sentou no tapete\""."
44246ins,"Traduza esta frase para o francês: \""Tomei café da manhã às nove horas desta manhã.\"""
44323ins,"Substitua a palavra \""benéfico\"" na frase para torná-la mais descritiva."
44441ins,"Edite a frase \""Fui dar uma volta perto de casa\"""
44444ins,Classifique a seguinte afirmação como Verdadeira ou Falsa: “É sempre mais frio à noite do que durante o dia.”
44548ins,"Diga-me o que significa a expressão \""do nada\""?"
44568ins,"Escreva um breve resumo do tópico \""engenharia genética\""."
44598ins,"Escreva uma consulta para retornar todas as linhas de uma tabela MySQL chamada \""Itens\"", onde a coluna \""categoria\"" é \""roupas\"" e a coluna \""cor\"" é \""vermelho\"" ou \""branco\""."
44603ins,"Escolha um elemento aleatório da seguinte matriz \""[Maçã, Pêra, Cereja, Melão]\""."
44616ins,"Expresse o seguinte \""Ele estará lá em breve\"" usando uma metáfora"
44632ins,"Qual é o significado da frase \""Quem mora em casa de vidro não deve atirar pedras\""?"
44670ins,"Edite a frase a seguir para torná-la mais concisa: \n\""Não podemos fazer o que é necessário devido aos recursos limitados que temos.\"""
44688ins,"Avalie a seguinte afirmação: \""O oceano é um recurso renovável\"""
44692ins,"Encontre um título de música que rime com \""moon\"""
44697ins,Quem é o autor de O Apanhador no Campo de Centeio?
44702ins,Substitua todas as ocorrências da palavra “gato” por “cachorro”.
44704ins,"Gere um novo poema haicai com base nas palavras-chave \""piscina\"" e \""onda\""."
44722ins,Corrija a seguinte frase: Ele mudou de ideia rapidamente.
44723ins,"Expanda a seguinte frase: \""Robert é tímido\""."
44724ins,Transforme a frase a seguir em interrogativo e adicione um ponto de interrogação apropriado: Ele viajou de avião.
44725ins,Converta as seguintes frases para voz passiva: Ela criou este documento.
44726ins,Reescreva a frase a seguir usando o grau comparativo: Meu irmão é alto.
44728ins,"Resuma a ideia principal da passagem:\n\n\""A eleição de Joe Biden como o 46º presidente dos Estados Unidos marcou um momento significativo na história americana. Esta vitória monumental trouxe uma sensação de alívio a uma nação que passou por imensa turbulência e ansiedade ao longo dos últimos anos. Também prometeu uma restauração de laços diplomáticos, justiça racial e um compromisso renovado com a diversidade e inclusão que estava severamente ausente antes.\"""
44729ins,Identifique o tipo de verbo na frase abaixo: Eles falarão amanhã.
44752ins,"Traduza o seguinte do inglês para o espanhol: \""Eu sou um estudante.\"""
44754ins,"Complete a seguinte frase: \""Ontem estava chovendo, então coloquei meu ____.\"""
44757ins,"Reescreva esta frase usando uma gramática melhor: \""Eu não sabia o que fazer\"""
44773ins,"Escreva um resumo de 2 frases sobre o romance \""Orgulho e Preconceito\"""
44776ins,"Gere cinco palavras do vocabulário em inglês associadas à cor \""vermelho\""."
44777ins,Explique o conceito de “rigor mortis”.
44781ins,"Encontre dois sinônimos para o termo \""astuto\"""
44808ins,"Sugira uma palavra para substituir \""estúpido\"""
44809ins,"Dada a string “palavra-chave_1 palavra-chave_2 palavra-chave_3”, imprima somente a primeira palavra."
44810ins,Formate a frase a seguir para que ela comece com uma letra maiúscula e termine com um ponto.\n\nmeu nome é gary
44812ins,"Reescreva a frase a seguir com melhor gramática e sem usar a palavra \""very\"".\n\nMinha comida favorita é muito gostosa."
44815ins,Edite a frase a seguir para que fique mais concisa e gramaticalmente correta.\n\nEu sou professor e gosto de ensinar
44818ins,Classifique a seguinte frase como positiva ou negativa.\n\nEla é uma má influência.
44829ins,"Edite a frase a seguir para incluir o termo \""big data\""."
44848ins,"Dê um exemplo da palavra \""prevalente\"" relacionado ao trabalho."
45329ins,"Sugira uma palavra alternativa para substituir \""hábil\""."
45331ins,Sugira o próximo movimento neste jogo de xadrez.
45348ins,"Escreva uma palavra que tenha o mesmo significado que \""ótimo\""."
45499ins,"Qual é o significado de \""aprendizagem autodirigida\""?"
45519ins,"Escreva um tweet resumindo o artigo de pesquisa \""O impacto das mudanças climáticas nos padrões de migração das aves do Ártico\""."
45520ins,"Selecione a melhor opção para um título que expresse o propósito do artigo de pesquisa \""Como nossa identidade social impacta nosso sistema de valores\""."
45521ins,"Parafraseie a frase \""Essa técnica simples nos permitiu economizar tempo e recursos\""."
45522ins,"Crie um trocadilho criativo e inteligente envolvendo a frase \""bacon e ovos\""."
45523ins,"Crie um trava-língua contendo as palavras \""China\"" e \""pepino\""."
45527ins,"Resuma as principais descobertas do artigo de pesquisa \""O impacto da tecnologia na educação no século XXI\""."
45531ins,"Divida a frase \""Processamento de Linguagem Natural\""."
45538ins,"Em que ano o filme \""La La Land\"" foi lançado?"
45557ins,"Explique o significado do provérbio \""um líder nato\""."
45558ins,"Refute a seguinte afirmação: \""O uso de fontes alternativas de energia é um desperdício de dinheiro\""."
45624ins,"Escreva uma crítica sobre a peça teatral \""Kiss Me Kate\""."
45629ins,"Corrija a frase a seguir para uma gramática correta: \""O gato está bebendo o leite e depois indo dormir\""."
45642ins,"Analise a seguinte citação: \""A única maneira de fazer um ótimo trabalho é amar o que você faz\""."
45661ins,"Construa um poema com as palavras \""primavera\"", \""alegria\"" e \""chuva\""."
45787ins,"Adicione um exemplo para ilustrar o significado da expressão idiomática \""a piece of cake\""."
45799ins,"Classifique a frase \""Ela pediu ajuda a ele\"""
45822ins,Transforme a frase a seguir substituindo “was” por “were”.
45825ins,Adicione o artigo definido antes da palavra “concerto” na frase.
46641ins,"O que significa a frase \""não deixar pedra sobre pedra\""?"
46905ins,"edite a seguinte frase: \""Ele foi até a livraria para comprar um livro\"""
46944ins,"O que o autor quis dizer quando escreveu \""Suas ações falaram mais alto que palavras\""?"
46951ins,"Selecione o sinônimo para \""minúsculo\""."
46959ins,"Reformule a frase usando as seguintes palavras: flamejante, distante"
